"carat","cut","color","clarity","depth","table","price","x","y","z"
0.41,"Ideal","J","VS1",62.7,54,648,4.75,4.79,2.99
1.01,"Good","F","SI2",63.8,57,3597,6.36,6.31,4.04
0.3,"Premium","I","VS1",62.9,58,608,4.29,4.26,2.69
1.5,"Very Good","E","SI1",63.2,59,10356,7.24,7.2,4.56
1.02,"Fair","E","SI1",65.7,58,5681,6.23,6.31,4.12
0.74,"Very Good","F","SI1",62.7,58,2715,5.71,5.78,3.6
0.41,"Good","F","VVS2",63.6,56,996,4.68,4.72,2.99
0.58,"Premium","H","SI1",58.4,59,1332,5.51,5.48,3.21
1.19,"Ideal","D","VVS2",62,57,12912,6.86,6.76,4.22
0.32,"Premium","F","VVS2",61.8,60,1008,4.41,4.36,2.71
0.3,"Very Good","G","VS2",63.5,54,675,4.28,4.25,2.71
1.59,"Ideal","D","SI2",61.6,55,8975,7.48,7.45,4.6
0.71,"Ideal","F","SI2",61.8,57,2667,5.69,5.72,3.53
0.34,"Good","H","VS2",63.7,57,689,4.44,4.42,2.82
0.5,"Ideal","F","VS1",62.5,57,1710,5.06,5.09,3.17
0.8,"Good","G","I1",63.7,55,1350,5.91,5.81,3.73
1.17,"Very Good","H","SI2",63.1,58,4455,6.72,6.64,4.22
1.29,"Very Good","G","VS1",62.3,58,9105,6.98,7.01,4.36
0.55,"Premium","F","VS2",59,58,1931,5.38,5.33,3.16
0.9,"Very Good","G","SI2",63.1,58,2857,6.08,6.02,3.82
1.21,"Ideal","D","VS2",60.9,60,10353,6.91,6.86,4.19
1.71,"Very Good","D","SI2",63.5,56,11844,7.58,7.51,4.79
1.01,"Very Good","E","VS2",60.6,59,7195,6.43,6.47,3.91
0.57,"Ideal","E","VS2",61.8,55,1851,5.34,5.38,3.31
0.6,"Ideal","F","VS2",58.6,60,1923,5.54,5.62,3.27
1.06,"Premium","D","SI1",58.9,61,5983,6.69,6.63,3.92
0.33,"Ideal","D","VS2",61.9,53,781,4.46,4.49,2.77
0.44,"Good","F","SI1",63.8,54,756,4.8,4.85,3.08
0.7,"Very Good","D","SI1",60.2,60,2872,5.75,5.82,3.48
0.79,"Very Good","J","SI1",58.8,62,1828,6.01,6.03,3.54
0.77,"Very Good","G","VS1",62.3,58,3240,5.82,5.86,3.64
0.95,"Premium","E","SI2",58.9,61,3907,6.45,6.41,3.79
1.02,"Very Good","J","VS2",59.3,58,3796,6.56,6.62,3.91
0.41,"Premium","D","VS2",62.6,59,792,4.74,4.75,2.97
0.4,"Premium","E","SI1",61.3,61,945,4.76,4.73,2.91
0.35,"Premium","D","SI1",61.8,59,644,4.54,4.56,2.81
0.73,"Ideal","I","VVS2",62.3,55,2496,5.76,5.77,3.59
0.56,"Ideal","D","VS2",62.1,57,1963,5.25,5.28,3.27
0.7,"Premium","D","SI2",59.8,59,1806,5.75,5.72,3.43
0.32,"Very Good","H","VS1",61.7,61,561,4.38,4.43,2.72
0.86,"Ideal","E","SI2",60,56,3478,6.22,6.24,3.74
0.61,"Very Good","E","VS1",59.6,63,2025,5.44,5.57,3.28
1.01,"Very Good","F","SI2",62.8,58,4119,6.31,6.36,3.98
0.7,"Very Good","F","SI1",62.4,58,2382,5.64,5.7,3.54
1.01,"Premium","F","VS2",63,58,6097,6.43,6.36,4.03
1.57,"Ideal","I","SI2",62.8,57,7385,7.39,7.36,4.63
1.05,"Premium","I","I1",61.8,56,2339,6.53,6.48,4.02
0.28,"Ideal","F","IF",61.4,57,787,4.22,4.25,2.6
0.52,"Ideal","E","VS2",61.4,54,1694,5.23,5.2,3.2
1.01,"Premium","F","SI2",62.2,59,4416,6.38,6.42,3.98
1.13,"Good","F","SI2",64,58,3952,6.52,6.58,4.19
0.38,"Premium","G","VS1",61.9,56,1069,4.68,4.63,2.88
1.56,"Ideal","I","VVS2",62,56,10481,7.39,7.42,4.6
0.9,"Premium","I","VS2",58.7,60,2923,6.35,6.28,3.7
0.71,"Ideal","G","SI1",62.2,56,2386,5.75,5.69,3.56
1.16,"Premium","G","VS2",59.9,60,7074,6.85,6.88,4.11
1.58,"Ideal","E","VS1",62.6,56,17894,7.41,7.44,4.65
0.33,"Very Good","F","VS2",62.4,57,666,4.39,4.43,2.75
0.71,"Very Good","H","VS1",62.8,58,2277,5.67,5.7,3.57
1,"Good","F","SI2",63.6,62,3265,6.25,6.2,3.96
0.72,"Ideal","D","SI1",61.2,56,3722,5.77,5.79,3.54
0.41,"Premium","I","VVS1",59.8,61,1107,4.84,4.79,2.88
0.31,"Ideal","F","IF",61.2,57,914,4.35,4.38,2.67
1.24,"Ideal","H","SI1",62.3,54,6867,6.88,6.9,4.29
0.4,"Very Good","E","VVS2",62.3,57,1043,4.68,4.72,2.93
0.31,"Ideal","D","VS2",62.5,56,734,4.29,4.32,2.69
1.08,"Very Good","F","SI1",61.3,57,4816,6.62,6.6,4.05
0.42,"Premium","E","SI1",62.5,55,992,4.83,4.8,3.01
